player,role_simp,dps_mean,quick_out_mean,alac_out_mean,score
Alecssu.1035,dps,-0.3941819525412745,-0.19075274376953585,-0.10487592327267774,-19.216362389023395
AlnSedai.2793,boon_dps,0.8227718423983221,-0.44643165288006015,-0.6785664023588357,-8.731159200723615
AlnSedai.2793,dps,-0.3070300766167127,0.4396195520299185,-0.21571833928421527,-14.513542464856508
Arikashin.2675,dps,-0.5167173919666443,-0.18293691835444303,-0.21327917116584633,-25.19865090391922
Asgaard.1738,dps,0.31497811970517936,-0.16211572773975888,-0.20166087196071733,14.755173146148135
Bates.2407,dps,-1.3638444354922161,-0.04223233881540731,-0.21057476412521822,-65.717340006567
Bris.7984,dps,-2.5691079949738547,-0.16867241442248276,-0.1655340388520669,-123.65139021201958
Cry Me A River.8275,dps,-1.109729346738793,-0.1820149866634755,-0.2328316906972813,-53.68185532082282
Csegavara.8950,dps,-0.8343629923382595,-0.16102294662597158,-0.2190203859795766,-40.429466964842
DARKstrider.3729,dps,-0.4983868406856649,-0.05100127247085707,-0.2065680542969326,-24.180137679679707
DARKstrider.4250,boon_dps,-0.6493115440860795,0.5535031097885399,0.4338652057352496,8.682268062223098
DARKstrider.7804,boon_dps,-2.0251736246965004,-3.250517404125872,3.1165414443803883,-30.763998021169726
DARKstrider.7804,dps,-0.552127235329828,-0.18979847233909866,-0.21370016973669687,-26.905605937907538
DARKstrider.7804,heal,-0.10258363750885681,-0.36871277047035583,-0.030795845689465313,-9.79337406285342
DARKstrider.8702,boon_dps,-0.9924764327007153,0.31379786149458266,-0.6434405739693803,-19.828238882356374
DARKstrider.9245,boon_dps,-1.054143440454238,-1.7635758821068868,1.8542876486012219,-13.1251963694613
DARKstrider.9245,heal,0.8086118778838323,0.013172054838755654,-0.4806122966657115,-9.601342048079276
DavidBG.6194,dps,-0.3167456767844312,-0.183176000515909,-0.1638017598554494,-15.550770246024056
Derok.9834,boon_dps,-0.6347879077735106,0.14233526644352282,-0.6343727561043615,-17.74370552272424
Dova.4213,dps,-0.8969391271044073,0.05291288218907008,-0.11822757789826209,-43.11839279672074
Expertus.5746,boon_dps,1.0975605131564772,0.5509316966372746,0.024084821885244887,25.71614451759603
GoGo.8725,dps,-0.4093054211928681,0.28981204948047773,0.2193728885539665,-19.137475279223224
GoGo.8725,heal,-0.5440521374683963,-0.312019598701582,-0.8434909351299724,-28.8203570868941
Hea.8675,boon_dps,0.1305869189011391,0.005102679037837079,-0.6692922945213364,-10.127196214087041
Hea.8675,dps,0.15955756167418508,0.09929424773203185,0.0027755141544733063,7.760832722247389
Hea.8675,heal,-0.8040585184923985,2.929987045496584,-2.1532406977213796,17.033795309620103
Hotsy.3850,dps,-0.5146450811181364,-0.18875616330994857,-0.2104601789152684,-25.10218023589577
I Know You Want Me.4627,dps,-0.18854716026640705,-0.125,-0.125,-9.300263692787539
I Know You Want Me.4627,heal,0.22242636282619604,-0.312019598701582,-0.9743613367546607,-30.428289725297436
Irda.4105,boon_dps,-0.16824468255230074,0.44908735092939217,0.06969165693655022,6.982596585854752
Keesh.5960,boon_dps,0.26676088346952687,0.23069340229715277,-0.41533454495943656,0.41111180065226804
KingHenne.9837,dps,0.7395806785379617,-0.19541184451308846,-0.22438089075101475,35.080079834558056
LeoLightsol.6905,boon_dps,0.5437982444742909,-3.2402379887144677,-1.0727160210339748,-70.01999675283189
LeoLightsol.6905,dps,-0.22031378089922593,-0.19063530137724502,-0.23792935611617821,-11.003626140656268
Lorker Prime.5842,heal,-0.8839784302938478,-0.14515789466752863,-0.05225985142750734,-6.505982766868558
MORTthroughLIFE.9284,dps,-0.10273441319092375,-0.18561158420419166,-0.17187966248266304,-5.288743079851194
Madspike.4803,dps,0.3497109465818348,-0.4274954900121703,-0.4170996468231506,15.94153029909275
MonTheR.2460,dps,-0.15994946338380545,-0.0440157863400587,-0.1546653684722023,-7.876255397234923
MonTheR.2460,heal,2.1342932559393595,,-1.204479123175207,
Montgomery.1624,dps,-0.11122914503508537,-0.020211545716056305,0.1741671274850143,-5.18504337991514
Morg.8143,dps,0.21745114852441805,-0.18613434772915768,-0.22237508583608462,10.029145695606823
MrCamonkill.6419,dps,-0.2853164960122868,0.1934954569471596,0.2921707693316496,-13.209525582310958
Nopiki.8352,dps,0.40617211235894074,-0.1954350053961808,-0.23679953272075357,19.06402685511222
Pelda.1896,dps,1.093710588078594,-0.18618836165847386,0.012036694298115965,52.32395656041216
Reeezzz.1802,dps,1.0298232789663175,-0.0953818274587794,-0.22256010773251853,49.11357545519194
Sakke.3096,dps,-1.5368552498920212,-0.1871172054622168,-0.09546867015217503,-74.0516378704314
Sashyca.8172,boon_dps,-1.2120325059429493,-1.844658004604417,1.8766383054556555,-16.392809667879
Sashyca.8172,dps,-1.132659250612028,0.6290241248089262,0.14389126966868337,-53.59472863489973
Sashyca.8172,heal,0.3560078948802618,0.519257479156399,-0.2385016576761583,7.450155505286298
Sniperius.5623,boon_dps,1.4821243388959267,-1.1725935414609474,-0.5925716928224404,-11.02323347255801
Sniperius.5623,dps,1.3076615144497605,-0.01371900445659304,-0.06071225864026002,62.69332143049166
Sniperius.5623,heal,-0.6091215548690504,-0.20851441405707472,0.19091550506216,-1.6406169256160537
Styx.3278,dps,0.4286703169900975,1.69702819797008,1.337247845157454,23.610451258652212
SwyDie.5693,boon_dps,-1.8704705169323306,-1.3627745669848053,1.7356436325105937,-19.47494405758843
SwyDie.5693,dps,-0.420683297087031,0.08490186984909011,-0.10369474308104033,-20.21159113340944
SwyDie.5693,heal,0.7362764079155566,0.031019540487181797,0.5449290421647603,15.295318799477725
Taras.2159,boon_dps,1.6773271573475395,-3.2622318939197132,3.822995188096852,33.57631949805405
Taras.2159,dps,-0.12311846781391797,-0.18992609437079677,3.2144115099483903,-2.885201039490469
Tarasicodissa.7084,boon_dps,-1.5248557478971834,-1.5172381173482177,1.2654564640276371,-25.880050230331022
Tarasicodissa.7084,dps,-0.28065109820106615,-0.15700771510027384,-0.05141572379426711,-13.679676152545717
Tarasicodissa.7084,heal,0.8285151265677221,-0.48739168859556825,-0.6532811880538208,-25.719118786449897
Thomas.4208,boon_dps,0.0716267466714555,0.4234411889399675,-0.24132301399218442,4.280901602460473
Thomas.4208,dps,-0.3773831421623461,-0.1473302860461126,-0.14576109826090466,-18.40748220809963
Tiki.8579,dps,-0.6839998389639527,-0.17218485950288276,-0.18961617794379823,-33.19379330771641
WipZedKay.5316,boon_dps,-0.7804261113001448,-1.5775909929180025,1.5879962373003071,-10.738671159320546
WipZedKay.5316,heal,0.8912783838664212,-0.18082534066855235,-0.1346136365926335,-5.787978686535618
YULookAtMe.6859,dps,-2.013082938289059,-0.40234379450952984,-0.5088040678077792,-97.53912890019214
Zerumi.5120,dps,0.43329683624417725,-0.18612159386658997,-0.20616983659567006,20.405956709258245
Zerumi.5120,heal,0.11878836618367938,-0.312019598701582,-0.8394030176013793,-27.396566058903712
faight.3264,boon_dps,-0.1979393338307309,-0.2886230890267106,-0.49579454081487884,-16.890668010778843
faight.3264,heal,-0.8251506735879861,3.200658004364519,-2.1532406977213796,23.487714012259374
hurricanelimcy.6793,boon_dps,-0.6953305458535536,-1.1091875575780543,1.363892303597071,-5.149942213607449
hurricanelimcy.6793,heal,-1.0245577681500397,-0.03585664609339512,0.6988141888879659,13.86186549076962
mhnx.3678,dps,0.663902365083401,-0.1844086619987989,-0.19371154742996324,31.489193314574482
randburst.2187,dps,0.22256219864977567,-0.15949305306666933,-0.21370314966360082,10.309789332458962
seb.2804,heal,-0.7011947279632871,-0.21876242028762694,0.2637160947788477,-0.3235012681372753
sid.9435,boon_dps,-0.22136667230815577,0.3848093651648183,-0.48776351239830473,-4.952308062516936
smile.7285,boon_dps,0.6515967639696484,-0.09785634127198165,-0.6459173985563672,-4.265572621335202
smile.7285,dps,0.41492962085987484,-0.1819852765854357,-0.20241461534010988,19.532221909348443
ups.9017,dps,1.1174364745856211,-0.24386779414965398,-0.1174078332659513,53.27567515269421
yelle.7165,dps,0.5480241026893004,-0.17593510774662116,-0.20809944290912874,25.921122378430667
